# x_m, y_m, w_tr_right_m, w_tr_left_m
12.23125203544723, -4.667908814522937, 1.1, 1.1
11.838247064568877, -4.438440074829081, 1.1, 1.1
11.445454140116787, -4.2093584632607906, 1.1, 1.1
11.052963033570686, -3.9807706858771446, 1.1, 1.1
10.660863789548678, -3.7527836308294575, 1.1, 1.1
10.269247363130132, -3.5254970846712705, 1.1, 1.1
9.878550411532869, -3.2969357106640134, 1.1, 1.1
9.490038202762797, -3.0601515968795288, 1.1, 1.1
9.105097460357204, -2.8074670966938853, 1.1, 1.1
8.72664348125417, -2.531334577350338, 1.1, 1.1
8.38302047210193, -2.2263623783436746, 1.1, 1.1
8.123543475724324, -1.8889374252300741, 1.1, 1.1
7.9981545696114775, -1.5154994503184975, 1.1, 1.1
8.039097283873945, -1.1062693315093712, 1.1, 1.1
8.207284879517315, -0.676706336725879, 1.1, 1.1
8.44566193631331, -0.24610814749559676, 1.1, 1.1
8.697864802495136, 0.16658290768166228, 1.1, 1.1
8.933755935880848, 0.5559064284759478, 1.1, 1.1
9.156894784746346, 0.9337244503924524, 1.1, 1.1
9.373055858554537, 1.3130378138739516, 1.1, 1.1
9.588054182294133, 1.7049683494254315, 1.1, 1.1
9.808002228645819, 2.106873170116258, 1.1, 1.1
10.039145033449008, 2.509987174399669, 1.1, 1.1
10.287653612043073, 2.9055502682658285, 1.1, 1.1
10.544208847207662, 3.2916553995702755, 1.1, 1.1
10.765054062079908, 3.6816307195769267, 1.1, 1.1
10.901792414011453, 4.0908575607255315, 1.1, 1.1
10.917152805842349, 4.527178272081044, 1.1, 1.1
10.81836785073516, 4.968279451301368, 1.1, 1.1
10.623795816294686, 5.384309258946361, 1.1, 1.1
10.351799613478134, 5.745989537212558, 1.1, 1.1
10.020907310914343, 6.045136331972188, 1.1, 1.1
9.649856201228529, 6.30027925963823, 1.1, 1.1
9.25739696082635, 6.5316651575964695, 1.1, 1.1
8.860591178393424, 6.757726860228481, 1.1, 1.1
8.464529242805723, 6.984038120290453, 1.1, 1.1
8.069130487196068, 7.210618512699367, 1.1, 1.1
7.6742939414113, 7.4374657613020805, 1.1, 1.1
7.279918453205994, 7.664577225760956, 1.1, 1.1
6.88590296138086, 7.891950629922862, 1.1, 1.1
6.492146404736616, 8.119583424496273, 1.1, 1.1
6.098550999734477, 8.347472240774556, 1.1, 1.1
5.7050649411290575, 8.575598414301993, 1.1, 1.1
5.31167111224875, 8.803932446133897, 1.1, 1.1
4.918353397929351, 9.032444200002773, 1.1, 1.1
4.525095409868277, 9.261103903825546, 1.1, 1.1
4.131880850809051, 9.489881330288588, 1.1, 1.1
3.738693514541355, 9.718746798354967, 1.1, 1.1
3.3455171038087093, 9.947670080711037, 1.1, 1.1
2.952335412400787, 10.176621314227628, 1.1, 1.1
2.559132143061129, 10.405570635775582, 1.1, 1.1
2.165890998533266, 10.634487909087367, 1.1, 1.1
1.7725957726068606, 10.863343179987691, 1.1, 1.1
1.3792300769793318, 11.09210658534741, 1.1, 1.1
0.985777796486464, 11.320747988898963, 1.1, 1.1
0.5922225428256662, 11.549237709605464, 1.1, 1.1
0.1985559397534092, 11.777558630795316, 1.1, 1.1
-0.1952138185790363, 12.005722588464815, 1.1, 1.1
-0.5890761708210972, 12.233744969409186, 1.1, 1.1
-0.9830205556222201, 12.461641251469768, 1.1, 1.1
-1.3770363205857248, 12.68942709458012, 1.1, 1.1
-1.771112995407185, 12.917117885535474, 1.1, 1.1
-2.16523992768991, 13.144729102177148, 1.1, 1.1
-2.559406556083347, 13.3722763133926, 1.1, 1.1
-2.9536024102830694, 13.599775088069304, 1.1, 1.1
-3.347816837892387, 13.827240813002451, 1.1, 1.1
-3.7420391865146243, 14.054688966033371, 1.1, 1.1
-4.136259076891473, 14.282135116049544, 1.1, 1.1
-4.53046585662625, 14.509594831938408, 1.1, 1.1
-4.9246489643684, 14.737083500495178, 1.1, 1.1
-5.3187978387673684, 14.964616690607306, 1.1, 1.1
-5.712901918472597, 15.192209880116138, 1.1, 1.1
-6.106950551087405, 15.419878637909115, 1.1, 1.1
-6.500933266307363, 15.64763835078146, 1.1, 1.1
-6.894839411735778, 15.875504496574495, 1.1, 1.1
-7.288658517068235, 16.103492735221813, 1.1, 1.1
-7.682379929908045, 16.331618544564744, 1.1, 1.1
-8.075993088904648, 16.559897311398483, 1.1, 1.1
-8.469487523753616, 16.788344604610508, 1.1, 1.1
-8.862852582058267, 17.016975993088266, 1.1, 1.1
-9.256077702468042, 17.24580686362696, 1.1, 1.1
-9.649152323632391, 17.474852785114052, 1.1, 1.1
-10.042065884200758, 17.704129235390884, 1.1, 1.1
-10.434807822822572, 17.933651692298785, 1.1, 1.1
-10.827368397562424, 18.163434632171697, 1.1, 1.1
-11.21976964158267, 18.393446917234712, 1.1, 1.1
-11.612076106586285, 18.62359741031622, 1.1, 1.1
-12.004355166706128, 18.85379078612283, 1.1, 1.1
-12.396674196075061, 19.08393162831503, 1.1, 1.1
-12.789100477779815, 19.3139247936917, 1.1, 1.1
-13.181701385953255, 19.54367477486719, 1.1, 1.1
-13.57454429472824, 19.773086337594236, 1.1, 1.1
-13.967696578237627, 20.002064247625597, 1.1, 1.1
-14.36122561061428, 20.23051299757562, 1.1, 1.1
-14.755198674944934, 20.458337444243192, 1.1, 1.1
-15.149683236408572, 20.685442171288777, 1.1, 1.1
-15.544746578091932, 20.911731944465142, 1.1, 1.1
-15.940456074127873, 21.137111256386632, 1.1, 1.1
-16.336879098649252, 21.361484963852114, 1.1, 1.1
-16.734018747224344, 21.584848787693694, 1.1, 1.1
-17.131610530858598, 21.807576836441005, 1.1, 1.1
-17.529320674455988, 22.030141639485308, 1.1, 1.1
-17.92681540292048, 22.253015999356283, 1.1, 1.1
-18.323760668017652, 22.47667226335293, 1.1, 1.1
-18.719822876743727, 22.70158305191266, 1.1, 1.1
-19.114668071910415, 22.928220985472876, 1.1, 1.1
-19.507962387375567, 23.15705859342486, 1.1, 1.1
-19.899372048043137, 23.388568405159884, 1.1, 1.1
-20.288563096724836, 23.62322313216148, 1.1, 1.1
-20.67520175832464, 23.861495121728666, 1.1, 1.1
-21.05895425774651, 24.103857176391116, 1.1, 1.1
-21.439486637802148, 24.35078164344783, 1.1, 1.1
-21.816465123395542, 24.60274132542847, 1.1, 1.1
-22.18958361745279, 24.860175519888514, 1.1, 1.1
-22.55898515343703, 25.122991086641587, 1.1, 1.1
-22.92517558362147, 25.39066378209715, 1.1, 1.1
-23.28867113953763, 25.66265734457607, 1.1, 1.1
-23.649988143763128, 25.93843533030696, 1.1, 1.1
-24.009642827829495, 26.217461295518486, 1.1, 1.1
-24.368151514314352, 26.499198705393134, 1.1, 1.1
-24.72597407719754, 26.78315791386805, 1.1, 1.1
-25.081090202954506, 27.070901454548814, 1.1, 1.1
-25.428079642596632, 27.366805641549227, 1.1, 1.1
-25.76127586736587, 27.67545009498128, 1.1, 1.1
-26.075870458236867, 28.000701543794403, 1.1, 1.1
-26.373860694064437, 28.340768018146754, 1.1, 1.1
-26.66048591518586, 28.691162127651463, 1.1, 1.1
-26.94100048454909, 29.047383826510217, 1.1, 1.1
-27.21931720044307, 29.406059218450853, 1.1, 1.1
-27.496174811129997, 29.766478052648413, 1.1, 1.1
-27.771853374491865, 30.12831502129658, 1.1, 1.1
-28.046633130502933, 30.49124472554284, 1.1, 1.1
-28.32079395495294, 30.85494194862694, 1.1, 1.1
-28.594615996770003, 31.219081382742544, 1.1, 1.1
-28.868379313836137, 31.58333762903714, 1.1, 1.1
-29.142332006843276, 31.947419248863056, 1.1, 1.1
-29.416584969972273, 32.31118038632726, 1.1, 1.1
-29.69121213267702, 32.674513971186165, 1.1, 1.1
-29.966287424411412, 33.03731311528848, 1.1, 1.1
-30.2418849567216, 33.3994707483906, 1.1, 1.1
-30.518078568015355, 33.76088007338734, 1.1, 1.1
-30.794942278792686, 34.12143392898902, 1.1, 1.1
-31.072509958212287, 34.481077778566444, 1.1, 1.1
-31.350490987041592, 34.84017717231347, 1.1, 1.1
-31.628438784035104, 35.19930051119149, 1.1, 1.1
-31.905905311209285, 35.55901774394607, 1.1, 1.1
-32.182442894765124, 35.91989863723048, 1.1, 1.1
-32.45760358776522, 36.28251304874417, 1.1, 1.1
-32.73093962536445, 36.64743065409431, 1.1, 1.1
-33.00207362137264, 37.015131266362204, 1.1, 1.1
-33.27181561316826, 37.38457495670254, 1.1, 1.1
-33.54196303336067, 37.75345825814051, 1.1, 1.1
-33.81434326873453, 38.11943937328246, 1.1, 1.1
-34.0907837971206, 38.48017623159637, 1.1, 1.1
-34.37311200530354, 38.83332712673469, 1.1, 1.1
-34.66315528006798, 39.17655017025767, 1.1, 1.1
-34.96319241488875, 39.50653929525664, 1.1, 1.1
-35.2969134295253, 39.774238394088584, 1.1, 1.1
-35.71564448466735, 39.86780413005223, 1.1, 1.1
-36.17378849707145, 39.742709393970834, 1.1, 1.1
-36.516090517989014, 39.447908868103575, 1.1, 1.1
-36.69849432880428, 39.04735963317512, 1.1, 1.1
-36.735915378932916, 38.60414900627339, 1.1, 1.1
-36.69641702040518, 38.149130152126624, 1.1, 1.1
-36.64282390223693, 37.69444215959988, 1.1, 1.1
-36.58205725984156, 37.24140893040387, 1.1, 1.1
-36.51420713783719, 36.79004020647401, 1.1, 1.1
-36.43936367188804, 36.34034536556121, 1.1, 1.1
-36.357616724519964, 35.892334058554816, 1.1, 1.1
-36.26905643139721, 35.44601575425183, 1.1, 1.1
-36.173772837137875, 35.00140001249545, 1.1, 1.1
-36.0719536788527, 34.558463798615946, 1.1, 1.1
-35.964144413879495, 34.117064443334655, 1.1, 1.1
-35.85097271420736, 33.67703196353529, 1.1, 1.1
-35.733065887640905, 33.2381964671477, 1.1, 1.1
-35.61105160616923, 32.80038788000949, 1.1, 1.1
-35.48555735968918, 32.36343621900435, 1.1, 1.1
-35.357210547051515, 31.92717150101602, 1.1, 1.1
-35.226638749199196, 31.491423833974324, 1.1, 1.1
-35.09446945602909, 31.056023143716853, 1.1, 1.1
-34.96133015743804, 30.62079944712734, 1.1, 1.1
-34.82784843436903, 30.18558285213561, 1.1, 1.1
-34.6946516856728, 29.75020328457925, 1.1, 1.1
-34.56236749229233, 29.314490852388122, 1.1, 1.1
-34.43162334412446, 28.8782754813998, 1.1, 1.1
-34.30300129904945, 28.44140102750908, 1.1, 1.1
-34.17646339083296, 28.003899812090506, 1.1, 1.1
-34.051523342118756, 27.565940634660738, 1.1, 1.1
-33.92768467838457, 27.127695026120183, 1.1, 1.1
-33.80445110720038, 26.689334972599887, 1.1, 1.1
-33.68132615404388, 26.251032005000276, 1.1, 1.1
-33.55781334439282, 25.81295792736015, 1.1, 1.1
-33.43341647686327, 25.37528445267215, 1.1, 1.1
-33.307638985886854, 24.938183384975087, 1.1, 1.1
-33.179984670079634, 24.50182634621551, 1.1, 1.1
-33.04995696387323, 24.066385140432203, 1.1, 1.1
-32.917059574837594, 23.632031571663966, 1.1, 1.1
-32.780796119496586, 23.198937170811213, 1.1, 1.1
-32.64067012332792, 22.767273832958864, 1.1, 1.1
-32.49617992218016, 22.33721472783759, 1.1, 1.1
-32.34591639516916, 21.9091860423608, 1.1, 1.1
-32.186544158533806, 21.484151317674524, 1.1, 1.1
-32.01448154874359, 21.06314256161115, 1.1, 1.1
-31.82629548954477, 20.647249141062144, 1.1, 1.1
-31.620628938436962, 20.238363540791866, 1.1, 1.1
-31.39765196958257, 19.838968861780717, 1.1, 1.1
-31.157570347225196, 19.451561861927928, 1.1, 1.1
-30.900079248936724, 19.07874017823977, 1.1, 1.1
-30.62292901600248, 18.723484751910803, 1.1, 1.1
-30.32340620074459, 18.3888679344456, 1.1, 1.1
-29.998913621387402, 18.077851456306234, 1.1, 1.1
-29.650940519405513, 17.789498179723083, 1.1, 1.1
-29.28605305032292, 17.51802731305059, 1.1, 1.1
-28.91113421018029, 17.25735588255273, 1.1, 1.1
-28.532453890409304, 17.001931986543433, 1.1, 1.1
-28.151971949907175, 16.749937433896726, 1.1, 1.1
-27.76980101273114, 16.501154260188194, 1.1, 1.1
-27.386046328202262, 16.25537087422221, 1.1, 1.1
-27.000813418779977, 16.01237559375701, 1.1, 1.1
-26.614207533785354, 15.77195673655083, 1.1, 1.1
-26.226334286723947, 15.533902438269685, 1.1, 1.1
-25.837298926916823, 15.298001198764048, 1.1, 1.1
-25.44720679473118, 15.064041244746045, 1.1, 1.1
-25.05616350367257, 14.831810802927794, 1.1, 1.1
-24.664274212015933, 14.601098282113657, 1.1, 1.1
-24.27164453326684, 14.371692000061882, 1.1, 1.1
-23.87837971674635, 14.143380274530708, 1.1, 1.1
-23.48458519386778, 13.915951241186132, 1.1, 1.1
-23.090365576629306, 13.689195220801162, 1.1, 1.1
-22.695793884023576, 13.462971091881275, 1.1, 1.1
-22.30090352997864, 13.237224499889573, 1.1, 1.1
-21.905725379131045, 13.011906735148914, 1.1, 1.1
-21.51029011402507, 12.786969179028294, 1.1, 1.1
-21.114628599297262, 12.56236303080444, 1.1, 1.1
-20.71877169958416, 12.338039671846346, 1.1, 1.1
-20.322750188476174, 12.113950301430759, 1.1, 1.1
-19.926594839563723, 11.890046300926667, 1.1, 1.1
-19.530336517483352, 11.666278869610792, 1.1, 1.1
-19.134005995825465, 11.442599388852145, 1.1, 1.1
-18.73763413922661, 11.21895914897358, 1.1, 1.1
-18.341251721277196, 10.995309349251842, 1.1, 1.1
-17.94488951556764, 10.771601371055919, 1.1, 1.1
-17.54857847778061, 10.547786504708677, 1.1, 1.1
-17.15234919941426, 10.323816040532972, 1.1, 1.1
-16.756232727197396, 10.099641268851679, 1.1, 1.1
-16.360259743674295, 9.875213388941525, 1.1, 1.1
-15.964461022435376, 9.650483782171515, 1.1, 1.1
-15.568867428117187, 9.42540382991063, 1.1, 1.1
-15.173509825356254, 9.19992464038948, 1.1, 1.1
-14.778418896696866, 8.973997686023186, 1.1, 1.1
-14.383625597821705, 8.747574075042358, 1.1, 1.1
-13.989160611275047, 8.52060527986213, 1.1, 1.1
-13.59505489273956, 8.293042499759213, 1.1, 1.1
-13.20133912475953, 8.064837025056484, 1.1, 1.1
-12.808044080925379, 7.83594014607681, 1.1, 1.1
-12.415200807965892, 7.606303153143046, 1.1, 1.1
-12.022839897379239, 7.375877427624196, 1.1, 1.1
-11.630983291281652, 7.144628463038691, 1.1, 1.1
-11.23961696856982, 6.912578656733405, 1.1, 1.1
-10.848717894573978, 6.67976497343528, 1.1, 1.1
-10.458262943578264, 6.446224195779018, 1.1, 1.1
-10.068229263005179, 6.211993197445439, 1.1, 1.1
-9.678593727138852, 5.977108852115368, 1.1, 1.1
-9.289333301309526, 5.741608033469626, 1.1, 1.1
-8.900424859801333, 5.505527433096776, 1.1, 1.1
-8.511845550036776, 5.268904106769904, 1.1, 1.1
-8.123572155253857, 5.031774746077576, 1.1, 1.1
-7.7355818228750755, 4.794176224700611, 1.1, 1.1
-7.347851336138433, 4.55614541631984, 1.1, 1.1
-6.960357842466433, 4.317719194616071, 1.1, 1.1
-6.573078125097076, 4.078934342224013, 1.1, 1.1
-6.185989240406742, 3.8398277328244865, 1.1, 1.1
-5.799068244771806, 3.600436331144437, 1.1, 1.1
-5.412291921430266, 3.360796737726304, 1.1, 1.1
-5.025637417804628, 3.120946008343172, 1.1, 1.1
-4.639081517132896, 2.880920834583606, 1.1, 1.1
-4.252601366837563, 2.6407582722206797, 1.1, 1.1
-3.8661738412027646, 2.4004949217968377, 1.1, 1.1
-3.4797758145126263, 2.160167839085158, 1.1, 1.1
-3.0933844341896424, 1.9198137156742077, 1.1, 1.1
-2.7069765745179506, 1.6794695162909377, 1.1, 1.1
-2.320529200827796, 1.439171932523914, 1.1, 1.1
-1.9340191874033057, 1.1989580201462107, 1.1, 1.1
-1.5474236816669837, 0.9588644707464036, 1.1, 1.1
-1.1607195579029577, 0.7189281580053124, 1.1, 1.1
-0.773883963533726, 0.4791857735115085, 1.1, 1.1
-0.38693738393752763, 0.23960581530557537, 1.1, 1.1
